SupplierID,SystemID,EAN
168479545,2726,4026245118443
168479545,2726,8717755773609
168479545,2726,8717755773593
168479545,2726,8717755771971
168479545,2726,8717755771957
168479545,2726,8717755773036
168479545,2726,8717755773012
168479545,2726,8717755771681
168479545,2726,8717755772879
168479545,2726,8717755772886
168479545,2726,8717755773333
168479545,2726,8021156061013
168479545,2726,8021156063284
168479545,2726,8717755773319
168479545,2726,4025125534274
168479545,2726,4025125535486
168479545,2726,8023874396644
168479545,2726,8023874396613
168479545,2726,8023874396033
168479545,2726,8021156062737
168479545,2726,8021156061037
168479545,2726,8023874395883
168479545,2726,8021156063291
168479545,2726,8021156062317
168479545,2726,8023874395845
168479545,2726,8023874395838
168479545,2726,8023874395852
168479545,2726,4025125534298
168479545,2726,812489022868
168479545,2726,812489022189
168479545,2726,4025125534281
168479545,2726,812489022875
168479545,2726,4251281610532
168479545,2726,4251281610525
168479545,2726,790069423642
168479545,2726,790069422515
168479545,2726,4047976131945
168479545,2726,4047976133635
168479545,2726,4047976131907
168479545,2726,4047976131976
168479545,2726,4047976131914
168479545,2726,4047976131921
168479545,2726,4047976131952
168479545,2726,4047976135783
168479545,2726,4047976131969
168479545,2726,4047976131938
168479545,2726,4047976503209
168479545,2726,4047976428090
168479545,2726,4047976317776
168479545,2726,4047976422562
168479545,2726,4047976431663
168479545,2726,3760118941455
168479545,2726,4025125534304
168479545,2726,4025125534335
168479545,2726,4025125534311
168479545,2726,4025125534267
168479545,2726,4025125534250
168479545,2726,4047976767953
168479545,2726,4047976767939
168479545,2726,4047976030293
168479545,2726,4047976427208
168479545,2726,4047976425624
168479545,2726,4025125534328
168479545,2726,4047976510399
168479545,2726,4025125533062
168479545,2726,4003971210092
168479545,2726,4003971227670
168479545,2726,4047976320875
168479545,2726,4003971225768
168479545,2726,4047976418367
168479545,2726,8718696511800
168479545,2726,8718696123096
168479545,2726,4005176411786
168479545,2726,8718696129388
168479545,2726,5099206073265
168479545,2726,4058075032682
168479545,2726,4058075816558
168479545,2726,5099206073258
168479545,2726,4058075036239
168479545,2726,3700730500913
168479545,2726,3700730502047
168479545,2726,3700730500210
168479545,2726,3700730500258
168479545,2726,3700730500104
168479545,2726,3700730500227
168479545,2726,3700730500203
168479545,2726,4058075036208
168479545,2726,813917020623
168479545,2726,4058075816794
168479545,2726,4058075816510
168479545,2726,5099206072770
168479545,2726,4058075816534
168479545,2726,4058075036123
168479545,2726,4058075036185
168479545,2726,4058075047853
168479545,2726,4058075036147
168479545,2726,4058075816732
168479545,2726,4058075816718
168479545,2726,4058075051058
168479545,2726,4058075032705
168479545,2726,4058075816619
168479545,2726,4058075816657
168479545,2726,4058075816459
168479545,2726,5099206072787
168479545,2726,8718291488668
168479545,2726,4005176411779
168479545,2726,8718696695241
168479545,2726,8718696695265
168479545,2726,8718696728796
168479545,2726,8718696592984
168479545,2726,8718696729113
168479545,2726,8718696728987
168479545,2726,842776102416
168479545,2726,8718696748930
168479545,2726,8718696485880
168479545,2726,8718696671184
168479545,2726,8718696598283
168479545,2726,8718696129555
168479545,2726,842776102409
168479545,2726,8718696743133
168479545,2726,8718696743157
168479545,2726,8718696159224
168479545,2726,8718696159200
168479545,2726,8718696159163
168479545,2726,8718696167960
168479545,2726,8718696169087
168479545,2726,8718696166048
168479545,2726,8718696166055
168479545,2726,8718696166062
168479545,2726,8718696804650
168479545,2726,8718696170717
168479545,2726,8718696170724
168479545,2726,8718696170731
168479545,2726,4047976402809
168479545,2726,4047976426850
168479545,2726,4047976030385
168479545,2726,6955544580997
168479545,2726,4047976513222
168479545,2726,4047976513475
168479545,2726,4047976427215
168479545,2726,4047976407330
168479545,2726,4047976406654
168479545,2726,4025125535820
168479545,2726,4047976423088
168479545,2726,3760118941462
168479545,2726,4025125535011
168479545,2726,4025125534922
168479545,2726,4047976406661
168479545,2726,812489022554
168479545,2726,812489022882
168479545,2726,8021156062782
168479545,2726,8023874395982
168479545,2726,4025125536117
168479545,2726,4251281613212
168479545,2726,4251281613229
168479545,2726,4251281614134
168479545,2726,8023874395814
168479545,2726,8717755770684
168479545,2726,8717755770585
168479545,2726,8021156062799
168479545,2726,4260628210038
168479545,2726,8021156062300
168479545,2726,4260628210083
168479545,2726,841667188362
168479545,2726,841667187044
168479545,2726,841667162928
168479545,2726,841667160306
168479545,2726,810019526671
168479545,2726,810019522758
168479545,2726,841667120072
168479545,2726,8023874395807
168479545,2726,8023874396651
168479545,2726,8023874396903
168479545,2726,8021156065707
168479545,2726,4251281614745
168479545,2726,4025125535141
168479545,2726,4025125535158
168479545,2726,4251281614844
168479545,2726,4047976506286
168479545,2726,4047976502394
168479545,2726,4047976423071
168479545,2726,4047976427222
168479545,2726,4047976506972
168479545,2726,5099206060982
168479545,2726,3700730501880
168479545,2726,3700730500623
168479545,2726,4058075208445
168479545,2726,4058075235489
168479545,2726,4058075208346
168479545,2726,4058075208414
168479545,2726,8718696728925
168479545,2726,4251281615100
168479545,2726,8023874397122
168479545,2726,8023874397139
168479545,2726,4058075208315
168479545,2726,4058075208438
168479545,2726,4058075235502
168479545,2726,4058075208339
168479545,2726,4058075208391
168479545,2726,4058075235526
168479545,2726,4058075209084
168479545,2726,841667174853
168479545,2726,4251281616671
168479545,2726,4047976532087
168479545,2726,4047976512393
168479545,2726,4047976503278
168479545,2726,4047976506095
168479545,2726,4047976517695
168479545,2726,4058075816541
168479545,2726,8718699701352
168479545,2726,4058075208353
168479545,2726,4058075208360
168479545,2726,8718699673345
168479545,2726,4058075208377
168479545,2726,4058075209077
168479545,2726,4058075209985
168479545,2726,8718699688820
168479545,2726,8718699688868
168479545,2726,8718699688882
168479545,2726,8718699736040
168479545,2726,4260628210106
168479545,2726,4260628210120
168479545,2726,4260628210090
168479545,2726,4260628210113
168479545,2726,4058075209138
168479545,2726,4058075208384
168479545,2726,4251281617562
168479545,2726,4251281614868
168479545,2726,4251281614875
168479545,2726,4047976505746
168479545,2726,4047976505739
168479545,2726,4047976505876
168479545,2726,4047976538256
168479545,2726,4047976515660
168479545,2726,4047976516940
168479545,2726,4012248290743
168479545,2726,4012248321829
168479545,2726,4012248282328
168479545,2726,4012248289563
168479545,2726,4012248331286
168479545,2726,4012248324691
168479545,2726,4012248324677
168479545,2726,4012248324714
168479545,2726,4012248332078
168479545,2726,4012248333877
168479545,2726,4012248333341
168479545,2726,4012248336007
168479545,2726,4012248333853
168479545,2726,4012248336052
168479545,2726,4012248336038
168479545,2726,4012248336045
168479545,2726,4012248332092
168479545,2726,4012248322765
168479545,2726,4012248322741
168479545,2726,4012248322758
168479545,2726,4012248322734
168479545,2726,4012248333556
168479545,2726,4012248331361
168479545,2726,4012248333129
168479545,2726,4078500018845
168479545,2726,4078500018869
168479545,2726,4078500031653
168479545,2726,4078500018883
168479545,2726,4078500018906
168479545,2726,4078500031660
168479545,2726,4078500050395
168479545,2726,4003971211068
168479545,2726,4003971211105
168479545,2726,4003971212102
168479545,2726,4003971212201
168479545,2726,4003971212409
168479545,2726,4078500043861
168479545,2726,4078500032698
168479545,2726,4025125538456
168479545,2726,4025125538463
168479545,2726,4260628210045
168479545,2726,9120072080302
168479545,2726,9120072080050
168479545,2726,9120072080609
168479545,2726,9120072080777
168479545,2726,9120072081217
168479545,2726,9120072084058
168479545,2726,8023874397023
168479545,2726,8023874397641
168479545,2726,8023874397665
168479545,2726,8023874397658
168479545,2726,4251281623198
168479545,2726,8718696785232
168479545,2726,8719514266889
168479545,2726,8719514266902
168479545,2726,8719514279131
168479545,2726,8719514279179
168479545,2726,8718696167977
168479545,2726,8718699770983
168479545,2726,8718699771126
